TERM_CODE,TERM_DESCRIPTION,CRN,SUBJECT,COURSE_NUMBER,SECTION,SCHEDULE_DESC,TITLE,MAXIMUM_ENROLLMENT,ACTUAL_ENROLLMENT
200610,Fall Semester 2005,2509,CS,101,001,Lecture,Living with Computers,40,39
200610,Fall Semester 2005,2510,CS,101,002,Lecture,Living with Computers,40,37
200610,Fall Semester 2005,2511,CS,101,003,Lab,Living with Computers,20,19
200610,Fall Semester 2005,2512,CS,101,004,Lab,Living with Computers,20,17
200610,Fall Semester 2005,2513,CS,101,005,Lab,Living with Computers,20,20
200610,Fall Semester 2005,2514,CS,101,006,Lab,Living with Computers,20,20
200610,Fall Semester 2005,3349,CS,135,001,Lecture,Select Top in Comp Science,25,16
200610,Fall Semester 2005,2501,CS,144,001,Lecture,Intro to Computer Science,25,14
200610,Fall Semester 2005,2502,CS,144,002,Lab,Intro to Computer Science,25,14
200610,Fall Semester 2005,2491,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,7
200610,Fall Semester 2005,2492,CS,145,002,Lab,Intro to Object-Oriented Prog,25,7
200610,Fall Semester 2005,3422,CS,235,001,Lecture,Select Top in Comp Science,0,0
200610,Fall Semester 2005,2503,CS,245,001,Lecture,Adv Computer Programming,25,2
200610,Fall Semester 2005,2504,CS,245,002,Lab,Adv Computer Programming,25,2
200610,Fall Semester 2005,2499,CS,325,001,Lab,Comp Hardware Inst & Main,15,15
200610,Fall Semester 2005,2500,CS,326,001,Lab,Comp Software Installation,15,14
200610,Fall Semester 2005,2495,CS,341,001,Lecture,Mach Arch & Assem Lang Prog,25,6
200610,Fall Semester 2005,2478,CS,418,001,Lecture,Multimedia Programming,0,0
200610,Fall Semester 2005,2479,CS,418,002,Lab,Multimedia Programming,0,0
200610,Fall Semester 2005,2466,CS,450,001,Lecture,Programming Seminar 2,0,0
200610,Fall Semester 2005,2467,CS,450,002,Lab,Programming Seminar 2,0,0
200610,Fall Semester 2005,2496,CS,451,001,Lecture,Software Engineering,25,5
200610,Fall Semester 2005,2507,CS,456,001,Lecture,Internet Services,0,0
200610,Fall Semester 2005,2508,CS,456,002,Lab,Internet Services,0,0
200610,Fall Semester 2005,2515,CS,457,001,Internet Course,Computer Networks,25,10
200610,Fall Semester 2005,2482,CS,461,001,Lecture,Programming Languages,0,0
200610,Fall Semester 2005,2484,CS,482,001,Lecture,Senior Project Implementation,20,1
200610,Fall Semester 2005,2468,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200610,Fall Semester 2005,2473,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200610,Fall Semester 2005,2486,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200610,Fall Semester 2005,2493,CS,515,001,Lecture,Java Programming,25,2
200610,Fall Semester 2005,2494,CS,515,002,Lab,Java Programming,25,2
200610,Fall Semester 2005,2505,CS,516,001,Lecture,Adv Comp Prg Data Structure,15,2
200610,Fall Semester 2005,2506,CS,516,002,Lab,Adv Comp Prg Data Structure,15,2
200610,Fall Semester 2005,2480,CS,518,001,Lecture,Multimedia Programming,0,0
200610,Fall Semester 2005,2481,CS,518,002,Lab,Multimedia Programming,0,0
200610,Fall Semester 2005,3557,CS,535,001,Lecture,ST:  Computer Science,15,1
200610,Fall Semester 2005,2497,CS,551,001,Lecture,Software Engineering,0,0
200610,Fall Semester 2005,2516,CS,557,001,Internet Course,Computer Networks,25,6
200610,Fall Semester 2005,2483,CS,561,001,Lecture,Programming Languages,0,0
200610,Fall Semester 2005,2469,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200610,Fall Semester 2005,2474,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200610,Fall Semester 2005,2487,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200610,Fall Semester 2005,2470,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200610,Fall Semester 2005,2475,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200610,Fall Semester 2005,2488,CS,592,003,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200610,Fall Semester 2005,2485,CS,600,001,Lecture,Prin Media Arts & Comp Sci,20,2
200610,Fall Semester 2005,2498,CS,620,001,Lecture,Multimedia Project Development,20,4
200610,Fall Semester 2005,2471,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,0,0
200610,Fall Semester 2005,2476,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,0,0
200610,Fall Semester 2005,2489,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,0,0
200610,Fall Semester 2005,2472,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,2
200610,Fall Semester 2005,2477,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,1
200610,Fall Semester 2005,2490,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,0,0
200620,Spring Semester 2006,3402,CS,101,001,Lecture,Living with Computers,40,40
200620,Spring Semester 2006,3403,CS,101,002,Lecture,Living with Computers,40,37
200620,Spring Semester 2006,3404,CS,101,003,Lab,Living with Computers,20,20
200620,Spring Semester 2006,3405,CS,101,004,Lab,Living with Computers,20,21
200620,Spring Semester 2006,3406,CS,101,005,Lab,Living with Computers,20,13
200620,Spring Semester 2006,3407,CS,101,006,Lab,Living with Computers,20,23
200620,Spring Semester 2006,3458,CS,135,001,Lecture,Select Top in Comp Science,25,4
200620,Spring Semester 2006,3408,CS,144,001,Lecture,Intro to Computer Science,30,9
200620,Spring Semester 2006,3409,CS,144,002,Lab,Intro to Computer Science,30,9
200620,Spring Semester 2006,3410,CS,145,001,Lab,Intro to Object-Oriented Prog,30,11
200620,Spring Semester 2006,3418,CS,145,002,Lecture,Intro to Object-Oriented Prog,30,11
200620,Spring Semester 2006,3411,CS,245,001,Lab,Adv Computer Programming,30,2
200620,Spring Semester 2006,3419,CS,245,002,Lecture,Adv Computer Programming,30,2
200620,Spring Semester 2006,3412,CS,325,001,Lab,Comp Hardware Inst & Main,15,4
200620,Spring Semester 2006,3413,CS,327,001,Lecture,Hands on UNIX,25,6
200620,Spring Semester 2006,3864,CS,328,001,Internet Course,C and Unix,20,6
200620,Spring Semester 2006,4551,CS,335,001,Lecture,Select Top in Comp Science,3,3
200620,Spring Semester 2006,4556,CS,335,002,Lecture,Select Top in Comp Science,20,8
200620,Spring Semester 2006,3423,CS,345,001,Lecture,Data & File Structures,0,0
200620,Spring Semester 2006,3424,CS,345,002,Lab,Data & File Structures,0,0
200620,Spring Semester 2006,3414,CS,350,001,Lecture,Programming Seminar 1,25,3
200620,Spring Semester 2006,3415,CS,350,002,Lab,Programming Seminar 1,25,3
200620,Spring Semester 2006,4111,CS,380,001,Lecture,Computer Modeling & Simulation,25,8
200620,Spring Semester 2006,3425,CS,421,001,Lecture,Adv Data Struct & Alg Dev,30,2
200620,Spring Semester 2006,4354,CS,421,002,Interactive TV,Adv Data Struct & Alg Dev,30,0
200620,Spring Semester 2006,3427,CS,443,001,Lecture,Operating Systems,30,9
200620,Spring Semester 2006,4356,CS,443,002,Interactive TV,Operating Systems,30,1
200620,Spring Semester 2006,3430,CS,481,001,Lecture,Senior Project Design,15,3
200620,Spring Semester 2006,3429,CS,482,001,Lecture,Senior Project Implementation,15,4
200620,Spring Semester 2006,3431,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200620,Spring Semester 2006,3436,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200620,Spring Semester 2006,4348,CS,515,001,Lecture,Java Programming,10,1
200620,Spring Semester 2006,4349,CS,515,002,Lab,Java Programming,10,1
200620,Spring Semester 2006,3417,CS,516,001,Lab,Adv Comp Prg Data Structure,10,1
200620,Spring Semester 2006,3421,CS,516,002,Lecture,Adv Comp Prg Data Structure,10,1
200620,Spring Semester 2006,3426,CS,521,001,Lecture,Adv Data Struct & Algorith Dev,10,1
200620,Spring Semester 2006,4355,CS,521,002,Interactive TV,Adv Data Struct & Algorith Dev,30,0
200620,Spring Semester 2006,4530,CS,527,001,Lecture,UNIX & Systems Administration,25,2
200620,Spring Semester 2006,3865,CS,528,001,Internet Course,C and Unix,10,9
200620,Spring Semester 2006,3459,CS,535,001,Lecture,ST:  Computer Science,3,1
200620,Spring Semester 2006,3460,CS,535,002,Lecture,ST:  Computer Science,25,0
200620,Spring Semester 2006,4364,CS,535,003,Lecture,ST:  Computer Science,3,3
200620,Spring Semester 2006,3428,CS,543,001,Lecture,Operating Systems,10,1
200620,Spring Semester 2006,4357,CS,543,002,Interactive TV,Operating Systems,30,0
200620,Spring Semester 2006,3432,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,4
200620,Spring Semester 2006,3437,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200620,Spring Semester 2006,3433,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200620,Spring Semester 2006,3438,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200620,Spring Semester 2006,3422,CS,610,001,Lecture,Synthesis of Media Arts & CS,20,1
200620,Spring Semester 2006,3434,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
200620,Spring Semester 2006,3439,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
200620,Spring Semester 2006,3435,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,2
200620,Spring Semester 2006,3440,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,1
200630,Summer Semester 2006,1127,CS,101,001,Lecture,Living with Computers,0,0
200630,Summer Semester 2006,1128,CS,101,002,Lab,Living with Computers,0,0
200630,Summer Semester 2006,1129,CS,245,001,Lecture,Adv Computer Programming,0,0
200630,Summer Semester 2006,1130,CS,245,002,Lab,Adv Computer Programming,0,0
200630,Summer Semester 2006,1509,CS,335,001,Lecture,Select Top in Comp Science,0,0
200630,Summer Semester 2006,1131,CS,516,001,Lecture,Adv Comp Prg Data Structure,0,0
200630,Summer Semester 2006,1132,CS,516,002,Lab,Adv Comp Prg Data Structure,0,0
200630,Summer Semester 2006,1619,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,1
200710,Fall Semester 2006,2754,CS,101,001,Lecture,Living with Computers,50,45
200710,Fall Semester 2006,2755,CS,101,002,Lecture,Living with Computers,50,44
200710,Fall Semester 2006,2756,CS,101,003,Lab,Living with Computers,20,18
200710,Fall Semester 2006,2757,CS,101,004,Lab,Living with Computers,20,17
200710,Fall Semester 2006,2758,CS,101,005,Lab,Living with Computers,20,19
200710,Fall Semester 2006,2759,CS,101,006,Lab,Living with Computers,20,19
200710,Fall Semester 2006,3752,CS,101,007,Lab,Living with Computers,20,16
200710,Fall Semester 2006,2760,CS,144,001,Lecture,Intro to Computer Science,25,25
200710,Fall Semester 2006,2761,CS,144,002,Lab,Intro to Computer Science,25,25
200710,Fall Semester 2006,2762,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,7
200710,Fall Semester 2006,2763,CS,145,002,Lab,Intro to Object-Oriented Prog,25,7
200710,Fall Semester 2006,2764,CS,245,001,Lecture,Adv Computer Programming,25,2
200710,Fall Semester 2006,2765,CS,245,002,Lab,Adv Computer Programming,25,2
200710,Fall Semester 2006,3322,CS,314,001,Lecture,"The ""C++"" Prog Language",25,5
200710,Fall Semester 2006,3323,CS,314,002,Lab,"The ""C++"" Prog Language",25,5
200710,Fall Semester 2006,3346,CS,335,001,Lecture,Select Top in Comp Science,0,0
200710,Fall Semester 2006,3347,CS,335,002,Lecture,Select Top in Comp Science,0,0
200710,Fall Semester 2006,2766,CS,431,001,Lecture,Database Management,25,6
200710,Fall Semester 2006,3482,CS,431,002,Interactive TV,Database Management,0,0
200710,Fall Semester 2006,3324,CS,450,001,Lecture,Programming Seminar 2,25,1
200710,Fall Semester 2006,3325,CS,450,002,Lab,Programming Seminar 2,25,1
200710,Fall Semester 2006,2767,CS,459,001,Lecture,Network Security,25,7
200710,Fall Semester 2006,3452,CS,459,002,Lecture,Network Security,0,0
200710,Fall Semester 2006,2769,CS,472,001,Lecture,Cognitive Science,25,2
200710,Fall Semester 2006,2768,CS,474,001,Lecture,Machine Learning Algorithms,25,2
200710,Fall Semester 2006,2771,CS,482,001,Lecture,Senior Project Implementation,10,5
200710,Fall Semester 2006,2772,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,10,1
200710,Fall Semester 2006,2773,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,10,0
200710,Fall Semester 2006,3496,CS,514,001,Lecture,The C++ Programming Language,15,0
200710,Fall Semester 2006,3497,CS,514,002,Lab,The C++ Programming Language,15,0
200710,Fall Semester 2006,2774,CS,515,001,Lecture,Java Programming,25,2
200710,Fall Semester 2006,2775,CS,515,002,Lab,Java Programming,25,2
200710,Fall Semester 2006,2776,CS,516,001,Lecture,Adv Comp Prg Data Structure,25,1
200710,Fall Semester 2006,2777,CS,516,002,Lab,Adv Comp Prg Data Structure,25,1
200710,Fall Semester 2006,3708,CS,518,001,Lecture,Multimedia Programming,15,1
200710,Fall Semester 2006,3709,CS,518,002,Lab,Multimedia Programming,15,1
200710,Fall Semester 2006,3320,CS,531,001,Lecture,Database Management,25,0
200710,Fall Semester 2006,2780,CS,559,001,Lecture,Network Security,25,6
200710,Fall Semester 2006,3321,CS,572,001,Lecture,Cognitive Science,25,0
200710,Fall Semester 2006,2779,CS,574,001,Lecture,Machine Learning Algorithms,25,8
200710,Fall Semester 2006,2782,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,10,0
200710,Fall Semester 2006,2783,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,10,0
200710,Fall Semester 2006,2784,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,10,0
200710,Fall Semester 2006,2785,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,10,0
200710,Fall Semester 2006,2786,CS,600,001,Lecture,Prin Media Arts & Comp Sci,25,8
200710,Fall Semester 2006,2787,CS,620,001,Lecture,Multimedia Project Development,25,5
200710,Fall Semester 2006,2788,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,10,1
200710,Fall Semester 2006,2789,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,10,0
200710,Fall Semester 2006,2790,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,10,3
200710,Fall Semester 2006,2791,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,10,1
200720,Spring Semester 2007,3368,CS,101,001,Lecture,Living with Computers,40,39
200720,Spring Semester 2007,3369,CS,101,002,Lecture,Living with Computers,40,40
200720,Spring Semester 2007,3370,CS,101,003,Lab,Living with Computers,20,20
200720,Spring Semester 2007,3371,CS,101,004,Lab,Living with Computers,20,20
200720,Spring Semester 2007,3372,CS,101,005,Lab,Living with Computers,20,18
200720,Spring Semester 2007,3373,CS,101,006,Lab,Living with Computers,20,21
200720,Spring Semester 2007,3374,CS,144,001,Lecture,Intro to Computer Science,25,15
200720,Spring Semester 2007,3375,CS,144,002,Lab,Intro to Computer Science,25,15
200720,Spring Semester 2007,3376,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,12
200720,Spring Semester 2007,3377,CS,145,002,Lab,Intro to Object-Oriented Prog,20,12
200720,Spring Semester 2007,3380,CS,245,001,Lecture,Adv Computer Programming,20,5
200720,Spring Semester 2007,3381,CS,245,002,Lab,Adv Computer Programming,20,5
200720,Spring Semester 2007,4501,CS,325,001,Lab,Comp Hardware Inst & Main,25,8
200720,Spring Semester 2007,4502,CS,326,001,Lab,Comp Software Installation,25,8
200720,Spring Semester 2007,3386,CS,327,001,Lecture,Hands on UNIX,20,4
200720,Spring Semester 2007,4578,CS,335,001,Lecture,Select Top in Comp Science,20,11
200720,Spring Semester 2007,4616,CS,335,002,Lecture,Select Top in Comp Science,20,1
200720,Spring Semester 2007,4505,CS,341,001,Lecture,Mach Arch & Assem Lang Prog,0,0
200720,Spring Semester 2007,3384,CS,350,001,Lecture,Programming Seminar 1,20,6
200720,Spring Semester 2007,3385,CS,350,002,Lab,Programming Seminar 1,20,6
200720,Spring Semester 2007,4506,CS,350,003,Lecture,Programming Seminar 1,0,0
200720,Spring Semester 2007,3388,CS,481,001,Lecture,Senior Project Design,10,2
200720,Spring Semester 2007,3389,CS,482,001,Lecture,Senior Project Implementation,10,6
200720,Spring Semester 2007,4503,CS,483,001,Lecture,Senior Project Presentation,10,1
200720,Spring Semester 2007,3391,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200720,Spring Semester 2007,3392,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200720,Spring Semester 2007,3378,CS,515,001,Lecture,Java Programming,20,5
200720,Spring Semester 2007,3379,CS,515,002,Lab,Java Programming,20,5
200720,Spring Semester 2007,3382,CS,516,001,Lecture,Adv Comp Prg Data Structure,25,0
200720,Spring Semester 2007,3383,CS,516,002,Lab,Adv Comp Prg Data Structure,25,0
200720,Spring Semester 2007,3387,CS,527,001,Lecture,UNIX & Systems Administration,20,0
200720,Spring Semester 2007,4579,CS,535,001,Lecture,ST:  Computer Science,20,11
200720,Spring Semester 2007,4720,CS,535,002,Lecture,ST:  Computer Science,20,2
200720,Spring Semester 2007,4728,CS,535,003,Lecture,ST:  Computer Science,5,2
200720,Spring Semester 2007,3393,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,4
200720,Spring Semester 2007,3394,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200720,Spring Semester 2007,3395,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200720,Spring Semester 2007,3396,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200720,Spring Semester 2007,3390,CS,610,001,Lecture,Synthesis of Media Arts & CS,15,8
200720,Spring Semester 2007,3397,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,1
200720,Spring Semester 2007,3398,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
200720,Spring Semester 2007,3399,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,5
200720,Spring Semester 2007,3400,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,1
200730,Summer Semester 2007,1433,CS,101,001,Lecture,Living with Computers,0,0
200730,Summer Semester 2007,1434,CS,101,002,Lab,Living with Computers,0,0
200730,Summer Semester 2007,1506,CS,335,001,Lecture,Select Top in Comp Science,0,0
200730,Summer Semester 2007,1121,CS,463,001,Internet Course,Web Programming,0,0
200730,Summer Semester 2007,1515,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200730,Summer Semester 2007,1417,CS,535,001,Internet Course,ST:  Computer Science,0,0
200730,Summer Semester 2007,1122,CS,563,001,Internet Course,Web Programming,0,0
200730,Summer Semester 2007,1530,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200730,Summer Semester 2007,1526,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,10,0
200730,Summer Semester 2007,1527,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,10,3
200810,Fall Semester 2007,2492,CS,101,001,Lecture,Living with Computers,40,36
200810,Fall Semester 2007,2493,CS,101,002,Lecture,Living with Computers,40,38
200810,Fall Semester 2007,2494,CS,101,003,Lab,Living with Computers,20,19
200810,Fall Semester 2007,2495,CS,101,004,Lab,Living with Computers,20,19
200810,Fall Semester 2007,2496,CS,101,005,Lab,Living with Computers,20,18
200810,Fall Semester 2007,2497,CS,101,006,Lab,Living with Computers,20,18
200810,Fall Semester 2007,2498,CS,144,001,Lecture,Intro to Computer Science,25,23
200810,Fall Semester 2007,2499,CS,144,002,Lab,Intro to Computer Science,25,23
200810,Fall Semester 2007,2500,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,11
200810,Fall Semester 2007,2501,CS,145,002,Lab,Intro to Object-Oriented Prog,25,11
200810,Fall Semester 2007,2502,CS,245,001,Lecture,Adv Computer Programming,0,0
200810,Fall Semester 2007,2503,CS,245,002,Lab,Adv Computer Programming,0,0
200810,Fall Semester 2007,2504,CS,341,001,Lecture,Mach Arch & Assem Lang Prog,25,9
200810,Fall Semester 2007,2505,CS,443,001,Lecture,Operating Systems,25,4
200810,Fall Semester 2007,2506,CS,451,001,Lecture,Software Engineering,25,9
200810,Fall Semester 2007,2507,CS,457,001,Lecture,Computer Networks,25,8
200810,Fall Semester 2007,3893,CS,463,001,Lecture/Lab,Web Programming,15,2
200810,Fall Semester 2007,2508,CS,481,001,Lecture,Senior Project Design,25,3
200810,Fall Semester 2007,2509,CS,482,001,Lecture,Senior Project Implementation,5,3
200810,Fall Semester 2007,2510,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200810,Fall Semester 2007,2511,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200810,Fall Semester 2007,3894,CS,512,001,Lecture/Lab,Scripting Languages,15,2
200810,Fall Semester 2007,2512,CS,515,001,Lecture,Java Programming,25,3
200810,Fall Semester 2007,2513,CS,515,002,Lab,Java Programming,25,3
200810,Fall Semester 2007,2514,CS,516,001,Lecture,Adv Comp Prg Data Structure,25,5
200810,Fall Semester 2007,2515,CS,516,002,Lab,Adv Comp Prg Data Structure,25,5
200810,Fall Semester 2007,3876,CS,535,001,Internet Course,ST:  Computer Science,15,4
200810,Fall Semester 2007,3824,CS,543,001,Lecture,Operating Systems,0,0
200810,Fall Semester 2007,2528,CS,551,002,Lecture,Software Engineering,15,6
200810,Fall Semester 2007,2517,CS,557,001,Lecture,Computer Networks,25,10
200810,Fall Semester 2007,2518,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200810,Fall Semester 2007,2519,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200810,Fall Semester 2007,2520,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200810,Fall Semester 2007,2521,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200810,Fall Semester 2007,2522,CS,600,001,Lecture,Prin Media Arts & Comp Sci,25,8
200810,Fall Semester 2007,2523,CS,620,001,Lecture,Multimedia Project Development,25,6
200810,Fall Semester 2007,2524,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,1
200810,Fall Semester 2007,2525,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
200810,Fall Semester 2007,2526,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,5
200810,Fall Semester 2007,2527,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,0
200820,Spring Semester 2008,3270,CS,101,001,Lecture,Living with Computers,40,40
200820,Spring Semester 2008,3271,CS,101,002,Lecture,Living with Computers,40,28
200820,Spring Semester 2008,3272,CS,101,003,Lab,Living with Computers,20,16
200820,Spring Semester 2008,3273,CS,101,004,Lab,Living with Computers,20,12
200820,Spring Semester 2008,3274,CS,101,005,Lab,Living with Computers,20,21
200820,Spring Semester 2008,3275,CS,101,006,Lab,Living with Computers,20,19
200820,Spring Semester 2008,3276,CS,144,001,Lecture,Intro to Computer Science,25,18
200820,Spring Semester 2008,3277,CS,144,002,Lab,Intro to Computer Science,25,18
200820,Spring Semester 2008,3278,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,18
200820,Spring Semester 2008,3279,CS,145,002,Lab,Intro to Object-Oriented Prog,25,18
200820,Spring Semester 2008,3280,CS,245,001,Lecture,Adv Computer Programming,20,2
200820,Spring Semester 2008,3281,CS,245,002,Lab,Adv Computer Programming,20,2
200820,Spring Semester 2008,4418,CS,328,001,Lecture,C and Unix,20,10
200820,Spring Semester 2008,3284,CS,345,001,Lecture,Data & File Structures,20,9
200820,Spring Semester 2008,3285,CS,345,002,Lab,Data & File Structures,20,9
200820,Spring Semester 2008,3288,CS,421,001,Lecture,Adv Data Struct & Alg Dev,0,0
200820,Spring Semester 2008,3286,CS,431,001,Lecture,Database Management,20,8
200820,Spring Semester 2008,3292,CS,450,001,Lecture,Programming Seminar 2,20,6
200820,Spring Semester 2008,3293,CS,450,002,Lab,Programming Seminar 2,20,6
200820,Spring Semester 2008,3294,CS,473,001,Lecture,Artificial Neural Networks,20,1
200820,Spring Semester 2008,4658,CS,481,001,Lecture,Senior Project Design,5,2
200820,Spring Semester 2008,4417,CS,482,001,Lecture,Senior Project Implementation,5,3
200820,Spring Semester 2008,3291,CS,483,001,Lecture,Senior Project Presentation,10,1
200820,Spring Semester 2008,4678,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200820,Spring Semester 2008,4679,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200820,Spring Semester 2008,4680,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200820,Spring Semester 2008,4800,CS,490,004,Ind Study/Research/Thesis/Proj,Independent Study,15,2
200820,Spring Semester 2008,4576,CS,514,001,Lecture,The C++ Programming Language,0,0
200820,Spring Semester 2008,4577,CS,514,002,Lab,The C++ Programming Language,0,0
200820,Spring Semester 2008,3302,CS,515,001,Lecture,Java Programming,10,4
200820,Spring Semester 2008,3303,CS,515,002,Lab,Java Programming,10,4
200820,Spring Semester 2008,3282,CS,516,001,Lecture,Adv Comp Prg Data Structure,5,7
200820,Spring Semester 2008,3283,CS,516,002,Lab,Adv Comp Prg Data Structure,5,7
200820,Spring Semester 2008,3289,CS,521,001,Lecture,Adv Data Struct & Algorith Dev,0,0
200820,Spring Semester 2008,4419,CS,528,001,Lecture,C and Unix,20,8
200820,Spring Semester 2008,3287,CS,531,001,Lecture,Database Management,10,8
200820,Spring Semester 2008,3295,CS,573,001,Lecture,Artificial Neural Networks,10,5
200820,Spring Semester 2008,3300,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200820,Spring Semester 2008,3304,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,1,2
200820,Spring Semester 2008,4566,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200820,Spring Semester 2008,3301,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200820,Spring Semester 2008,3305,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200820,Spring Semester 2008,3290,CS,610,001,Lecture,Synthesis of Media Arts & CS,15,7
200820,Spring Semester 2008,3296,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
200820,Spring Semester 2008,3298,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,1
200820,Spring Semester 2008,3297,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,0,0
200820,Spring Semester 2008,3299,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,6
200830,Summer Semester 2008,1622,CS,481,001,Lecture,Senior Project Design,10,1
200830,Summer Semester 2008,1624,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200830,Summer Semester 2008,1625,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200830,Summer Semester 2008,1626,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,3
200830,Summer Semester 2008,1061,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,0,0
200830,Summer Semester 2008,1062,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,2
200910,Fall Semester 2008,2139,CS,101,001,Lecture,Living with Computers,40,40
200910,Fall Semester 2008,2140,CS,101,002,Lecture,Living with Computers,40,37
200910,Fall Semester 2008,2141,CS,101,003,Lab,Living with Computers,20,22
200910,Fall Semester 2008,2142,CS,101,004,Lab,Living with Computers,20,19
200910,Fall Semester 2008,2143,CS,101,005,Lab,Living with Computers,20,18
200910,Fall Semester 2008,2144,CS,101,006,Lab,Living with Computers,20,18
200910,Fall Semester 2008,3696,CS,101,007,Lecture,Living with Computers,0,0
